name_demojized,emoji,name,group,sub_group,codepoints,name_demojized
_man_raising_hand_,🙋‍♂️,man raising hand,People & Body,person-gesture,1F64B 200D 2642 FE0F,_man_raising_hand_
_man_raising_hand_,🙋‍♂,man raising hand,People & Body,person-gesture,1F64B 200D 2642,_man_raising_hand_
_man_raising_hand_light_skin_tone_,🙋🏻‍♂️,man raising hand: light skin tone,People & Body,person-gesture,1F64B 1F3FB 200D 2642 FE0F,_man_raising_hand_light_skin_tone_
_man_raising_hand_light_skin_tone_,🙋🏻‍♂,man raising hand: light skin tone,People & Body,person-gesture,1F64B 1F3FB 200D 2642,_man_raising_hand_light_skin_tone_
_man_raising_hand_medium-light_skin_tone_,🙋🏼‍♂️,man raising hand: medium-light skin tone,People & Body,person-gesture,1F64B 1F3FC 200D 2642 FE0F,_man_raising_hand_medium-light_skin_tone_
_man_raising_hand_medium-light_skin_tone_,🙋🏼‍♂,man raising hand: medium-light skin tone,People & Body,person-gesture,1F64B 1F3FC 200D 2642,_man_raising_hand_medium-light_skin_tone_
_man_raising_hand_medium_skin_tone_,🙋🏽‍♂️,man raising hand: medium skin tone,People & Body,person-gesture,1F64B 1F3FD 200D 2642 FE0F,_man_raising_hand_medium_skin_tone_
_man_raising_hand_medium_skin_tone_,🙋🏽‍♂,man raising hand: medium skin tone,People & Body,person-gesture,1F64B 1F3FD 200D 2642,_man_raising_hand_medium_skin_tone_
_man_raising_hand_medium-dark_skin_tone_,🙋🏾‍♂️,man raising hand: medium-dark skin tone,People & Body,person-gesture,1F64B 1F3FE 200D 2642 FE0F,_man_raising_hand_medium-dark_skin_tone_
_man_raising_hand_medium-dark_skin_tone_,🙋🏾‍♂,man raising hand: medium-dark skin tone,People & Body,person-gesture,1F64B 1F3FE 200D 2642,_man_raising_hand_medium-dark_skin_tone_
_man_raising_hand_dark_skin_tone_,🙋🏿‍♂️,man raising hand: dark skin tone,People & Body,person-gesture,1F64B 1F3FF 200D 2642 FE0F,_man_raising_hand_dark_skin_tone_
_man_raising_hand_dark_skin_tone_,🙋🏿‍♂,man raising hand: dark skin tone,People & Body,person-gesture,1F64B 1F3FF 200D 2642,_man_raising_hand_dark_skin_tone_
_woman_raising_hand_,🙋‍♀️,woman raising hand,People & Body,person-gesture,1F64B 200D 2640 FE0F,_woman_raising_hand_
_woman_raising_hand_,🙋‍♀,woman raising hand,People & Body,person-gesture,1F64B 200D 2640,_woman_raising_hand_
_woman_raising_hand_light_skin_tone_,🙋🏻‍♀️,woman raising hand: light skin tone,People & Body,person-gesture,1F64B 1F3FB 200D 2640 FE0F,_woman_raising_hand_light_skin_tone_
_woman_raising_hand_light_skin_tone_,🙋🏻‍♀,woman raising hand: light skin tone,People & Body,person-gesture,1F64B 1F3FB 200D 2640,_woman_raising_hand_light_skin_tone_
_woman_raising_hand_medium-light_skin_tone_,🙋🏼‍♀️,woman raising hand: medium-light skin tone,People & Body,person-gesture,1F64B 1F3FC 200D 2640 FE0F,_woman_raising_hand_medium-light_skin_tone_
_woman_raising_hand_medium-light_skin_tone_,🙋🏼‍♀,woman raising hand: medium-light skin tone,People & Body,person-gesture,1F64B 1F3FC 200D 2640,_woman_raising_hand_medium-light_skin_tone_
_woman_raising_hand_medium_skin_tone_,🙋🏽‍♀️,woman raising hand: medium skin tone,People & Body,person-gesture,1F64B 1F3FD 200D 2640 FE0F,_woman_raising_hand_medium_skin_tone_
_woman_raising_hand_medium_skin_tone_,🙋🏽‍♀,woman raising hand: medium skin tone,People & Body,person-gesture,1F64B 1F3FD 200D 2640,_woman_raising_hand_medium_skin_tone_
_woman_raising_hand_medium-dark_skin_tone_,🙋🏾‍♀️,woman raising hand: medium-dark skin tone,People & Body,person-gesture,1F64B 1F3FE 200D 2640 FE0F,_woman_raising_hand_medium-dark_skin_tone_
_woman_raising_hand_medium-dark_skin_tone_,🙋🏾‍♀,woman raising hand: medium-dark skin tone,People & Body,person-gesture,1F64B 1F3FE 200D 2640,_woman_raising_hand_medium-dark_skin_tone_
_woman_raising_hand_dark_skin_tone_,🙋🏿‍♀️,woman raising hand: dark skin tone,People & Body,person-gesture,1F64B 1F3FF 200D 2640 FE0F,_woman_raising_hand_dark_skin_tone_
_woman_raising_hand_dark_skin_tone_,🙋🏿‍♀,woman raising hand: dark skin tone,People & Body,person-gesture,1F64B 1F3FF 200D 2640,_woman_raising_hand_dark_skin_tone_
_deaf_person_,🧏,deaf person,People & Body,person-gesture,1F9CF,_deaf_person_
_deaf_person_light_skin_tone_,🧏🏻,deaf person: light skin tone,People & Body,person-gesture,1F9CF 1F3FB,_deaf_person_light_skin_tone_
_deaf_person_medium-light_skin_tone_,🧏🏼,deaf person: medium-light skin tone,People & Body,person-gesture,1F9CF 1F3FC,_deaf_person_medium-light_skin_tone_
_deaf_person_medium_skin_tone_,🧏🏽,deaf person: medium skin tone,People & Body,person-gesture,1F9CF 1F3FD,_deaf_person_medium_skin_tone_
_deaf_person_medium-dark_skin_tone_,🧏🏾,deaf person: medium-dark skin tone,People & Body,person-gesture,1F9CF 1F3FE,_deaf_person_medium-dark_skin_tone_
_deaf_person_dark_skin_tone_,🧏🏿,deaf person: dark skin tone,People & Body,person-gesture,1F9CF 1F3FF,_deaf_person_dark_skin_tone_
_deaf_man_,🧏‍♂️,deaf man,People & Body,person-gesture,1F9CF 200D 2642 FE0F,_deaf_man_
_deaf_man_,🧏‍♂,deaf man,People & Body,person-gesture,1F9CF 200D 2642,_deaf_man_
_deaf_man_light_skin_tone_,🧏🏻‍♂️,deaf man: light skin tone,People & Body,person-gesture,1F9CF 1F3FB 200D 2642 FE0F,_deaf_man_light_skin_tone_
_deaf_man_light_skin_tone_,🧏🏻‍♂,deaf man: light skin tone,People & Body,person-gesture,1F9CF 1F3FB 200D 2642,_deaf_man_light_skin_tone_
_deaf_man_medium-light_skin_tone_,🧏🏼‍♂️,deaf man: medium-light skin tone,People & Body,person-gesture,1F9CF 1F3FC 200D 2642 FE0F,_deaf_man_medium-light_skin_tone_
_deaf_man_medium-light_skin_tone_,🧏🏼‍♂,deaf man: medium-light skin tone,People & Body,person-gesture,1F9CF 1F3FC 200D 2642,_deaf_man_medium-light_skin_tone_
_deaf_man_medium_skin_tone_,🧏🏽‍♂️,deaf man: medium skin tone,People & Body,person-gesture,1F9CF 1F3FD 200D 2642 FE0F,_deaf_man_medium_skin_tone_
_deaf_man_medium_skin_tone_,🧏🏽‍♂,deaf man: medium skin tone,People & Body,person-gesture,1F9CF 1F3FD 200D 2642,_deaf_man_medium_skin_tone_
_deaf_man_medium-dark_skin_tone_,🧏🏾‍♂️,deaf man: medium-dark skin tone,People & Body,person-gesture,1F9CF 1F3FE 200D 2642 FE0F,_deaf_man_medium-dark_skin_tone_
_deaf_man_medium-dark_skin_tone_,🧏🏾‍♂,deaf man: medium-dark skin tone,People & Body,person-gesture,1F9CF 1F3FE 200D 2642,_deaf_man_medium-dark_skin_tone_
_deaf_man_dark_skin_tone_,🧏🏿‍♂️,deaf man: dark skin tone,People & Body,person-gesture,1F9CF 1F3FF 200D 2642 FE0F,_deaf_man_dark_skin_tone_
_deaf_man_dark_skin_tone_,🧏🏿‍♂,deaf man: dark skin tone,People & Body,person-gesture,1F9CF 1F3FF 200D 2642,_deaf_man_dark_skin_tone_
_deaf_woman_,🧏‍♀️,deaf woman,People & Body,person-gesture,1F9CF 200D 2640 FE0F,_deaf_woman_
_deaf_woman_,🧏‍♀,deaf woman,People & Body,person-gesture,1F9CF 200D 2640,_deaf_woman_
_deaf_woman_light_skin_tone_,🧏🏻‍♀️,deaf woman: light skin tone,People & Body,person-gesture,1F9CF 1F3FB 200D 2640 FE0F,_deaf_woman_light_skin_tone_
_deaf_woman_light_skin_tone_,🧏🏻‍♀,deaf woman: light skin tone,People & Body,person-gesture,1F9CF 1F3FB 200D 2640,_deaf_woman_light_skin_tone_
_deaf_woman_medium-light_skin_tone_,🧏🏼‍♀️,deaf woman: medium-light skin tone,People & Body,person-gesture,1F9CF 1F3FC 200D 2640 FE0F,_deaf_woman_medium-light_skin_tone_
_deaf_woman_medium-light_skin_tone_,🧏🏼‍♀,deaf woman: medium-light skin tone,People & Body,person-gesture,1F9CF 1F3FC 200D 2640,_deaf_woman_medium-light_skin_tone_
_deaf_woman_medium_skin_tone_,🧏🏽‍♀️,deaf woman: medium skin tone,People & Body,person-gesture,1F9CF 1F3FD 200D 2640 FE0F,_deaf_woman_medium_skin_tone_
_deaf_woman_medium_skin_tone_,🧏🏽‍♀,deaf woman: medium skin tone,People & Body,person-gesture,1F9CF 1F3FD 200D 2640,_deaf_woman_medium_skin_tone_
_deaf_woman_medium-dark_skin_tone_,🧏🏾‍♀️,deaf woman: medium-dark skin tone,People & Body,person-gesture,1F9CF 1F3FE 200D 2640 FE0F,_deaf_woman_medium-dark_skin_tone_
_deaf_woman_medium-dark_skin_tone_,🧏🏾‍♀,deaf woman: medium-dark skin tone,People & Body,person-gesture,1F9CF 1F3FE 200D 2640,_deaf_woman_medium-dark_skin_tone_
_deaf_woman_dark_skin_tone_,🧏🏿‍♀️,deaf woman: dark skin tone,People & Body,person-gesture,1F9CF 1F3FF 200D 2640 FE0F,_deaf_woman_dark_skin_tone_
_deaf_woman_dark_skin_tone_,🧏🏿‍♀,deaf woman: dark skin tone,People & Body,person-gesture,1F9CF 1F3FF 200D 2640,_deaf_woman_dark_skin_tone_
_person_bowing_,🙇,person bowing,People & Body,person-gesture,1F647,_person_bowing_
_person_bowing_light_skin_tone_,🙇🏻,person bowing: light skin tone,People & Body,person-gesture,1F647 1F3FB,_person_bowing_light_skin_tone_
_person_bowing_medium-light_skin_tone_,🙇🏼,person bowing: medium-light skin tone,People & Body,person-gesture,1F647 1F3FC,_person_bowing_medium-light_skin_tone_
_person_bowing_medium_skin_tone_,🙇🏽,person bowing: medium skin tone,People & Body,person-gesture,1F647 1F3FD,_person_bowing_medium_skin_tone_
_person_bowing_medium-dark_skin_tone_,🙇🏾,person bowing: medium-dark skin tone,People & Body,person-gesture,1F647 1F3FE,_person_bowing_medium-dark_skin_tone_
_person_bowing_dark_skin_tone_,🙇🏿,person bowing: dark skin tone,People & Body,person-gesture,1F647 1F3FF,_person_bowing_dark_skin_tone_
_man_bowing_,🙇‍♂️,man bowing,People & Body,person-gesture,1F647 200D 2642 FE0F,_man_bowing_
_man_bowing_,🙇‍♂,man bowing,People & Body,person-gesture,1F647 200D 2642,_man_bowing_
_man_bowing_light_skin_tone_,🙇🏻‍♂️,man bowing: light skin tone,People & Body,person-gesture,1F647 1F3FB 200D 2642 FE0F,_man_bowing_light_skin_tone_
_man_bowing_light_skin_tone_,🙇🏻‍♂,man bowing: light skin tone,People & Body,person-gesture,1F647 1F3FB 200D 2642,_man_bowing_light_skin_tone_
_man_bowing_medium-light_skin_tone_,🙇🏼‍♂️,man bowing: medium-light skin tone,People & Body,person-gesture,1F647 1F3FC 200D 2642 FE0F,_man_bowing_medium-light_skin_tone_
_man_bowing_medium-light_skin_tone_,🙇🏼‍♂,man bowing: medium-light skin tone,People & Body,person-gesture,1F647 1F3FC 200D 2642,_man_bowing_medium-light_skin_tone_
_man_bowing_medium_skin_tone_,🙇🏽‍♂️,man bowing: medium skin tone,People & Body,person-gesture,1F647 1F3FD 200D 2642 FE0F,_man_bowing_medium_skin_tone_
_man_bowing_medium_skin_tone_,🙇🏽‍♂,man bowing: medium skin tone,People & Body,person-gesture,1F647 1F3FD 200D 2642,_man_bowing_medium_skin_tone_
_man_bowing_medium-dark_skin_tone_,🙇🏾‍♂️,man bowing: medium-dark skin tone,People & Body,person-gesture,1F647 1F3FE 200D 2642 FE0F,_man_bowing_medium-dark_skin_tone_
_man_bowing_medium-dark_skin_tone_,🙇🏾‍♂,man bowing: medium-dark skin tone,People & Body,person-gesture,1F647 1F3FE 200D 2642,_man_bowing_medium-dark_skin_tone_
_man_bowing_dark_skin_tone_,🙇🏿‍♂️,man bowing: dark skin tone,People & Body,person-gesture,1F647 1F3FF 200D 2642 FE0F,_man_bowing_dark_skin_tone_
_man_bowing_dark_skin_tone_,🙇🏿‍♂,man bowing: dark skin tone,People & Body,person-gesture,1F647 1F3FF 200D 2642,_man_bowing_dark_skin_tone_
_woman_bowing_,🙇‍♀️,woman bowing,People & Body,person-gesture,1F647 200D 2640 FE0F,_woman_bowing_
_woman_bowing_,🙇‍♀,woman bowing,People & Body,person-gesture,1F647 200D 2640,_woman_bowing_
_woman_bowing_light_skin_tone_,🙇🏻‍♀️,woman bowing: light skin tone,People & Body,person-gesture,1F647 1F3FB 200D 2640 FE0F,_woman_bowing_light_skin_tone_
_woman_bowing_light_skin_tone_,🙇🏻‍♀,woman bowing: light skin tone,People & Body,person-gesture,1F647 1F3FB 200D 2640,_woman_bowing_light_skin_tone_
_woman_bowing_medium-light_skin_tone_,🙇🏼‍♀️,woman bowing: medium-light skin tone,People & Body,person-gesture,1F647 1F3FC 200D 2640 FE0F,_woman_bowing_medium-light_skin_tone_
_woman_bowing_medium-light_skin_tone_,🙇🏼‍♀,woman bowing: medium-light skin tone,People & Body,person-gesture,1F647 1F3FC 200D 2640,_woman_bowing_medium-light_skin_tone_
_woman_bowing_medium_skin_tone_,🙇🏽‍♀️,woman bowing: medium skin tone,People & Body,person-gesture,1F647 1F3FD 200D 2640 FE0F,_woman_bowing_medium_skin_tone_
_woman_bowing_medium_skin_tone_,🙇🏽‍♀,woman bowing: medium skin tone,People & Body,person-gesture,1F647 1F3FD 200D 2640,_woman_bowing_medium_skin_tone_
_woman_bowing_medium-dark_skin_tone_,🙇🏾‍♀️,woman bowing: medium-dark skin tone,People & Body,person-gesture,1F647 1F3FE 200D 2640 FE0F,_woman_bowing_medium-dark_skin_tone_
_woman_bowing_medium-dark_skin_tone_,🙇🏾‍♀,woman bowing: medium-dark skin tone,People & Body,person-gesture,1F647 1F3FE 200D 2640,_woman_bowing_medium-dark_skin_tone_
_woman_bowing_dark_skin_tone_,🙇🏿‍♀️,woman bowing: dark skin tone,People & Body,person-gesture,1F647 1F3FF 200D 2640 FE0F,_woman_bowing_dark_skin_tone_
_woman_bowing_dark_skin_tone_,🙇🏿‍♀,woman bowing: dark skin tone,People & Body,person-gesture,1F647 1F3FF 200D 2640,_woman_bowing_dark_skin_tone_
_person_facepalming_,🤦,person facepalming,People & Body,person-gesture,1F926,_person_facepalming_
_person_facepalming_light_skin_tone_,🤦🏻,person facepalming: light skin tone,People & Body,person-gesture,1F926 1F3FB,_person_facepalming_light_skin_tone_
_person_facepalming_medium-light_skin_tone_,🤦🏼,person facepalming: medium-light skin tone,People & Body,person-gesture,1F926 1F3FC,_person_facepalming_medium-light_skin_tone_
_person_facepalming_medium_skin_tone_,🤦🏽,person facepalming: medium skin tone,People & Body,person-gesture,1F926 1F3FD,_person_facepalming_medium_skin_tone_
_person_facepalming_medium-dark_skin_tone_,🤦🏾,person facepalming: medium-dark skin tone,People & Body,person-gesture,1F926 1F3FE,_person_facepalming_medium-dark_skin_tone_
_person_facepalming_dark_skin_tone_,🤦🏿,person facepalming: dark skin tone,People & Body,person-gesture,1F926 1F3FF,_person_facepalming_dark_skin_tone_
_man_facepalming_,🤦‍♂️,man facepalming,People & Body,person-gesture,1F926 200D 2642 FE0F,_man_facepalming_
_man_facepalming_,🤦‍♂,man facepalming,People & Body,person-gesture,1F926 200D 2642,_man_facepalming_
_man_facepalming_light_skin_tone_,🤦🏻‍♂️,man facepalming: light skin tone,People & Body,person-gesture,1F926 1F3FB 200D 2642 FE0F,_man_facepalming_light_skin_tone_
_man_facepalming_light_skin_tone_,🤦🏻‍♂,man facepalming: light skin tone,People & Body,person-gesture,1F926 1F3FB 200D 2642,_man_facepalming_light_skin_tone_
_man_facepalming_medium-light_skin_tone_,🤦🏼‍♂️,man facepalming: medium-light skin tone,People & Body,person-gesture,1F926 1F3FC 200D 2642 FE0F,_man_facepalming_medium-light_skin_tone_
_man_facepalming_medium-light_skin_tone_,🤦🏼‍♂,man facepalming: medium-light skin tone,People & Body,person-gesture,1F926 1F3FC 200D 2642,_man_facepalming_medium-light_skin_tone_
_man_facepalming_medium_skin_tone_,🤦🏽‍♂️,man facepalming: medium skin tone,People & Body,person-gesture,1F926 1F3FD 200D 2642 FE0F,_man_facepalming_medium_skin_tone_
_man_facepalming_medium_skin_tone_,🤦🏽‍♂,man facepalming: medium skin tone,People & Body,person-gesture,1F926 1F3FD 200D 2642,_man_facepalming_medium_skin_tone_
_man_facepalming_medium-dark_skin_tone_,🤦🏾‍♂️,man facepalming: medium-dark skin tone,People & Body,person-gesture,1F926 1F3FE 200D 2642 FE0F,_man_facepalming_medium-dark_skin_tone_
_man_facepalming_medium-dark_skin_tone_,🤦🏾‍♂,man facepalming: medium-dark skin tone,People & Body,person-gesture,1F926 1F3FE 200D 2642,_man_facepalming_medium-dark_skin_tone_
_man_facepalming_dark_skin_tone_,🤦🏿‍♂️,man facepalming: dark skin tone,People & Body,person-gesture,1F926 1F3FF 200D 2642 FE0F,_man_facepalming_dark_skin_tone_
_man_facepalming_dark_skin_tone_,🤦🏿‍♂,man facepalming: dark skin tone,People & Body,person-gesture,1F926 1F3FF 200D 2642,_man_facepalming_dark_skin_tone_
_woman_facepalming_,🤦‍♀️,woman facepalming,People & Body,person-gesture,1F926 200D 2640 FE0F,_woman_facepalming_
_woman_facepalming_,🤦‍♀,woman facepalming,People & Body,person-gesture,1F926 200D 2640,_woman_facepalming_
_woman_facepalming_light_skin_tone_,🤦🏻‍♀️,woman facepalming: light skin tone,People & Body,person-gesture,1F926 1F3FB 200D 2640 FE0F,_woman_facepalming_light_skin_tone_
_woman_facepalming_light_skin_tone_,🤦🏻‍♀,woman facepalming: light skin tone,People & Body,person-gesture,1F926 1F3FB 200D 2640,_woman_facepalming_light_skin_tone_
_woman_facepalming_medium-light_skin_tone_,🤦🏼‍♀️,woman facepalming: medium-light skin tone,People & Body,person-gesture,1F926 1F3FC 200D 2640 FE0F,_woman_facepalming_medium-light_skin_tone_
_woman_facepalming_medium-light_skin_tone_,🤦🏼‍♀,woman facepalming: medium-light skin tone,People & Body,person-gesture,1F926 1F3FC 200D 2640,_woman_facepalming_medium-light_skin_tone_
_woman_facepalming_medium_skin_tone_,🤦🏽‍♀️,woman facepalming: medium skin tone,People & Body,person-gesture,1F926 1F3FD 200D 2640 FE0F,_woman_facepalming_medium_skin_tone_
_woman_facepalming_medium_skin_tone_,🤦🏽‍♀,woman facepalming: medium skin tone,People & Body,person-gesture,1F926 1F3FD 200D 2640,_woman_facepalming_medium_skin_tone_
_woman_facepalming_medium-dark_skin_tone_,🤦🏾‍♀️,woman facepalming: medium-dark skin tone,People & Body,person-gesture,1F926 1F3FE 200D 2640 FE0F,_woman_facepalming_medium-dark_skin_tone_
_woman_facepalming_medium-dark_skin_tone_,🤦🏾‍♀,woman facepalming: medium-dark skin tone,People & Body,person-gesture,1F926 1F3FE 200D 2640,_woman_facepalming_medium-dark_skin_tone_
_woman_facepalming_dark_skin_tone_,🤦🏿‍♀️,woman facepalming: dark skin tone,People & Body,person-gesture,1F926 1F3FF 200D 2640 FE0F,_woman_facepalming_dark_skin_tone_
_woman_facepalming_dark_skin_tone_,🤦🏿‍♀,woman facepalming: dark skin tone,People & Body,person-gesture,1F926 1F3FF 200D 2640,_woman_facepalming_dark_skin_tone_
_person_shrugging_,🤷,person shrugging,People & Body,person-gesture,1F937,_person_shrugging_
_person_shrugging_light_skin_tone_,🤷🏻,person shrugging: light skin tone,People & Body,person-gesture,1F937 1F3FB,_person_shrugging_light_skin_tone_
_person_shrugging_medium-light_skin_tone_,🤷🏼,person shrugging: medium-light skin tone,People & Body,person-gesture,1F937 1F3FC,_person_shrugging_medium-light_skin_tone_
_person_shrugging_medium_skin_tone_,🤷🏽,person shrugging: medium skin tone,People & Body,person-gesture,1F937 1F3FD,_person_shrugging_medium_skin_tone_
