idx,anger,happy,sad,fear,surprise,disgust
man_police_officer_light_skin_tone,0.0,1.0,0.0,0.0,0.0,0.0
baby_angel_medium_skin_tone,,,,,,
woman_firefighter_light_skin_tone,,,,,,
martial_arts_uniform,0.0,0.6666666666666666,0.0,0.0,0.2222222222222222,0.1111111111111111
Denmark,,,,,,
hand_with_fingers_splayed_medium_skin_tone,0.0,0.0,0.0,1.0,0.0,0.0
waning_gibbous_moon,,,,,,
guard,0.06557377049180328,0.48633879781420764,0.11475409836065574,0.17486338797814208,0.08196721311475409,0.07650273224043716
Croatia,,,,,,
input_latin_lowercase,,,,,,
no_one_under_eighteen,0.0,0.5,0.25,0.0,0.0,0.25
cat_with_tears_of_joy,,,,,,
see-no-evil_monkey,,,,,,
person_running,0.05,0.8,0.05,0.025,0.05,0.025
mountain,0.04229607250755287,0.30513595166163143,0.07854984894259819,0.1933534743202417,0.2930513595166163,0.08761329305135952
man_standing_light_skin_tone,,,,,,
man_golfing_medium_skin_tone,0.0,0.0,0.0,0.0,0.0,1.0
Bermuda,,,,,,
backhand_index_pointing_right_medium_skin_tone,0.0,0.7142857142857143,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.0
guard_medium-dark_skin_tone,,,,,,
Kazakhstan,,,,,,
woman_getting_massage_light_skin_tone,0.0,0.5,0.5,0.0,0.0,0.0
stadium,0.08333333333333333,0.5,0.075,0.125,0.058333333333333334,0.15833333333333333
man_dancing_dark_skin_tone,,,,,,
fleur-de-lis,,,,,,
woman_and_man_holding_hands_light_skin_tone_dark_skin_tone,,,,,,
racing_car,0.017543859649122806,0.7719298245614035,0.03508771929824561,0.017543859649122806,0.15789473684210525,0.0
man_light_skin_tone_bald,,,,,,
eagle,0.041666666666666664,0.4166666666666667,0.16666666666666666,0.3333333333333333,0.041666666666666664,0.0
person_standing_medium_skin_tone,,,,,,
woman_mechanic_medium-dark_skin_tone,,,,,,
blue_square,0.0,1.0,0.0,0.0,0.0,0.0
backhand_index_pointing_left_medium_skin_tone,0.0,0.75,0.0625,0.125,0.0625,0.0
Wales,,,,,,
man_technologist_medium-dark_skin_tone,,,,,,
Japanese_prohibited_button,,,,,,
man_white_hair,,,,,,
baby_angel,0.0,0.4583333333333333,0.08333333333333333,0.375,0.041666666666666664,0.041666666666666664
woman_detective_medium-light_skin_tone,,,,,,
spiral_notepad,,,,,,
person_wearing_turban_medium-light_skin_tone,,,,,,
palms_up_together_medium_skin_tone,0.08333333333333333,0.4166666666666667,0.08333333333333333,0.08333333333333333,0.3333333333333333,0.0
placard,0.0,0.0,0.0,1.0,0.0,0.0
person_dark_skin_tone,,,,,,
woman_facepalming_medium-dark_skin_tone,,,,,,
shushing_face,0.017094017094017096,0.4188034188034188,0.02564102564102564,0.09401709401709402,0.09401709401709402,0.3504273504273504
brain,0.11255411255411256,0.18614718614718614,0.2958152958152958,0.2077922077922078,0.030303030303030304,0.1673881673881674
woman_police_officer_medium-light_skin_tone,,,,,,
paintbrush,0.0,0.6363636363636364,0.18181818181818182,0.0,0.18181818181818182,0.0
snowboarder,,,,,,
Turkey,,,,,,
person_pouting_medium_skin_tone,,,,,,
woman_getting_massage,,,,,,
headstone,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
man_health_worker_medium-dark_skin_tone,,,,,,
globe_showing_Europe-Africa,,,,,,
person_cartwheeling,0.0,0.9,0.0,0.0,0.0,0.1
Japanese_acceptable_button,,,,,,
candle,0.006944444444444444,0.7291666666666666,0.10416666666666667,0.0763888888888889,0.04861111111111111,0.034722222222222224
victory_hand_medium-dark_skin_tone,,,,,,
man_shrugging,,,,,,
women_holding_hands_medium-dark_skin_tone,,,,,,
tropical_drink,0.0,0.7894736842105263,0.10526315789473684,0.02631578947368421,0.07894736842105263,0.0
fuel_pump,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333
antenna_bars,0.0,0.84375,0.0,0.03125,0.09375,0.03125
flatbread,0.13333333333333333,0.4,0.2,0.2,0.0,0.06666666666666667
face_with_medical_mask,0.09063444108761329,0.2175226586102719,0.10574018126888217,0.21148036253776434,0.0513595166163142,0.32326283987915405
chair,0.0641025641025641,0.48717948717948717,0.1346153846153846,0.17307692307692307,0.038461538461538464,0.10256410256410256
woman_in_lotus_position_medium-dark_skin_tone,,,,,,
chains,0.3837837837837838,0.1945945945945946,0.13513513513513514,0.15135135135135136,0.021621621621621623,0.11351351351351352
woman_frowning_medium_skin_tone,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0
woman_swimming_light_skin_tone,0.0,1.0,0.0,0.0,0.0,0.0
red_exclamation_mark,,,,,,
woman_singer_medium-dark_skin_tone,,,,,,
woman_cartwheeling_medium_skin_tone,,,,,,
sun_behind_small_cloud,0.0,1.0,0.0,0.0,0.0,0.0
crossed_fingers_light_skin_tone,0.020134228187919462,0.785234899328859,0.087248322147651,0.04697986577181208,0.053691275167785234,0.006711409395973154
man_supervillain_light_skin_tone,,,,,,
coat,0.01893939393939394,0.6439393939393939,0.125,0.125,0.04924242424242424,0.03787878787878788
dashing_away,0.029411764705882353,0.5,0.029411764705882353,0.17647058823529413,0.058823529411764705,0.20588235294117646
chocolate_bar,0.008928571428571428,0.8214285714285714,0.03571428571428571,0.0625,0.0625,0.008928571428571428
bear,0.06666666666666667,0.5978494623655914,0.08602150537634409,0.12043010752688173,0.07741935483870968,0.05161290322580645
person_wearing_turban,0.0,1.0,0.0,0.0,0.0,0.0
British_Virgin_Islands,,,,,,
India,,,,,,
Lebanon,,,,,,
face_with_tears_of_joy,0.05528265107212476,0.5184405458089668,0.0715009746588694,0.16623781676413255,0.040857699805068225,0.14768031189083822
Moldova,,,,,,
roll_of_paper,,,,,,
bug,0.09863945578231292,0.36394557823129253,0.1360544217687075,0.20408163265306123,0.08503401360544217,0.11224489795918367
keycap_6,0.0,0.0,0.0,0.0,1.0,0.0
mirror,0.0614406779661017,0.4385593220338983,0.1228813559322034,0.17584745762711865,0.06779661016949153,0.13347457627118645
man_farmer_medium-light_skin_tone,,,,,,
sunflower,0.022099447513812154,0.8950276243093923,0.022099447513812154,0.03867403314917127,0.022099447513812154,0.0
snowman_without_snow,0.024691358024691357,0.9012345679012346,0.012345679012345678,0.012345679012345678,0.04938271604938271,0.0
game_die,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333
Belarus,,,,,,
black_medium_square,,,,,,
woman_shrugging_light_skin_tone,0.07834101382488479,0.3456221198156682,0.1336405529953917,0.12442396313364056,0.12442396313364056,0.1935483870967742
up-down_arrow,,,,,,
police_officer_medium_skin_tone,,,,,,
person_tipping_hand_medium-light_skin_tone,,,,,,
calendar,0.0379746835443038,0.6860759493670886,0.07341772151898734,0.11139240506329114,0.07341772151898734,0.017721518987341773
red_apple,0.0821917808219178,0.7534246575342466,0.0136986301369863,0.0684931506849315,0.0273972602739726,0.0547945205479452
open_hands_light_skin_tone,0.2,0.6,0.0,0.2,0.0,0.0
man_pilot_medium-dark_skin_tone,,,,,,
person_with_white_cane_medium_skin_tone,,,,,,
man_astronaut_dark_skin_tone,,,,,,
bell_with_slash,,,,,,
Cyprus,,,,,,
Lithuania,,,,,,
SOON_arrow,,,,,,
busts_in_silhouette,0.07692307692307693,0.6923076923076923,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693
slot_machine,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.7142857142857143
man_with_white_cane_dark_skin_tone,,,,,,
woman_and_man_holding_hands_light_skin_tone_medium_skin_tone,,,,,,
judge_light_skin_tone,,,,,,
person_medium-dark_skin_tone_blond_hair,,,,,,
ping_pong,,,,,,
cucumber,0.09302325581395349,0.6395348837209303,0.08139534883720931,0.08139534883720931,0.03488372093023256,0.06976744186046512
Curaçao,,,,,,
couple_with_heart_man_man,0.0,0.6363636363636364,0.0,0.36363636363636365,0.0,0.0
man_kneeling_medium_skin_tone,,,,,,
globe_with_meridians,0.0,0.4117647058823529,0.058823529411764705,0.35294117647058826,0.17647058823529413,0.0
water_wave,0.03389830508474576,0.6610169491525424,0.06779661016949153,0.2033898305084746,0.03389830508474576,0.0
sparkling_heart,0.01712962962962963,0.8870370370370371,0.02638888888888889,0.022222222222222223,0.03611111111111111,0.011111111111111112
vulcan_salute_medium_skin_tone,0.25,0.75,0.0,0.0,0.0,0.0
fast_down_button,1.0,0.0,0.0,0.0,0.0,0.0
face_with_raised_eyebrow,0.07462686567164178,0.2512437810945274,0.11194029850746269,0.22885572139303484,0.09203980099502487,0.24129353233830847
bison,0.25,0.125,0.125,0.5,0.0,0.0
gem_stone,0.04672897196261682,0.6448598130841121,0.08411214953271028,0.04672897196261682,0.1308411214953271,0.04672897196261682
speaker_medium_volume,0.0,1.0,0.0,0.0,0.0,0.0
one-piece_swimsuit,,,,,,
family_man_woman_boy,0.0,1.0,0.0,0.0,0.0,0.0
person_light_skin_tone_beard,,,,,,
trackball,0.0,1.0,0.0,0.0,0.0,0.0
man_fairy,,,,,,
violin,0.06896551724137931,0.6551724137931034,0.06896551724137931,0.13793103448275862,0.034482758620689655,0.034482758620689655
woman_cook,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333
open_mailbox_with_raised_flag,0.25,0.5,0.0,0.25,0.0,0.0
Afghanistan,,,,,,
person_in_tuxedo_medium-light_skin_tone,,,,,,
unicorn,0.012658227848101266,0.3924050632911392,0.08860759493670886,0.05063291139240506,0.3037974683544304,0.1518987341772152
wheel_of_dharma,,,,,,
person_gesturing_NO_light_skin_tone,,,,,,
horse_racing_medium_skin_tone,,,,,,
purple_circle,0.16666666666666666,0.6666666666666666,0.0,0.16666666666666666,0.0,0.0
ATM_sign,,,,,,
woman_standing_dark_skin_tone,,,,,,
pinched_fingers_medium-light_skin_tone,,,,,,
airplane,0.03773584905660377,0.5094339622641509,0.16981132075471697,0.1509433962264151,0.09433962264150944,0.03773584905660377
person_cartwheeling_light_skin_tone,0.0,0.5,0.0,0.0,0.5,0.0
keycap_9,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0
sleepy_face,0.057208237986270026,0.2997711670480549,0.37528604118993136,0.16475972540045766,0.034324942791762014,0.06864988558352403
Estonia,,,,,,
baby_medium_skin_tone,0.0,1.0,0.0,0.0,0.0,0.0
man_standing_medium-dark_skin_tone,,,,,,
full_moon,0.0,0.9166666666666666,0.0,0.0,0.08333333333333333,0.0
Armenia,,,,,,
dango,0.0,0.8,0.2,0.0,0.0,0.0
person_bouncing_ball,,,,,,
man_superhero_medium-light_skin_tone,,,,,,
woman_medium-dark_skin_tone,,,,,,
person_in_suit_levitating_light_skin_tone,,,,,,
purple_heart,0.014726964681350188,0.9311221165124463,0.01563925452886746,0.017985142708197576,0.015508927407793562,0.005017594161344976
woman_medium-light_skin_tone_white_hair,,,,,,
man_farmer_medium-dark_skin_tone,,,,,,
foot_medium-light_skin_tone,,,,,,
card_file_box,,,,,,
panda,0.08333333333333333,0.3,0.4,0.11666666666666667,0.06666666666666667,0.03333333333333333
woman_raising_hand_medium-dark_skin_tone,,,,,,
moai,0.14285714285714285,0.09523809523809523,0.14285714285714285,0.5238095238095238,0.0,0.09523809523809523
cow_face,0.19230769230769232,0.34615384615384615,0.07692307692307693,0.19230769230769232,0.038461538461538464,0.15384615384615385
black_flag,0.0,0.5,0.0,0.25,0.0,0.25
delivery_truck,0.14285714285714285,0.6190476190476191,0.09523809523809523,0.09523809523809523,0.047619047619047616,0.0
men_wrestling,,,,,,
waving_hand_light_skin_tone,0.0,0.48,0.18,0.12,0.06,0.16
badger,0.0,0.16666666666666666,0.0,0.6666666666666666,0.16666666666666666,0.0
woman_vampire_medium-light_skin_tone,,,,,,
kiss_woman_woman,0.0,1.0,0.0,0.0,0.0,0.0
face_screaming_in_fear,0.059375,0.33229166666666665,0.103125,0.3145833333333333,0.09479166666666666,0.09583333333333334
clutch_bag,0.0,0.0,0.0,0.0,1.0,0.0
technologist,0.0,0.5,0.0,0.5,0.0,0.0
person_in_manual_wheelchair_medium-light_skin_tone,,,,,,
clapping_hands_dark_skin_tone,0.0,0.7142857142857143,0.0,0.11904761904761904,0.0,0.16666666666666666
person_biking,0.0,0.25,0.0,0.3333333333333333,0.08333333333333333,0.3333333333333333
woman_with_headscarf_light_skin_tone,0.0,1.0,0.0,0.0,0.0,0.0
graduation_cap,0.0,0.7142857142857143,0.0,0.07142857142857142,0.21428571428571427,0.0
person_biking_medium-dark_skin_tone,,,,,,
blue_book,0.0,0.9411764705882353,0.0,0.058823529411764705,0.0,0.0
Grenada,,,,,,
prince_medium-dark_skin_tone,,,,,,
fire,0.06326623278341154,0.4044195550174058,0.06871499924322688,0.27970334493718785,0.05872559406689874,0.12517027395186922
mermaid_light_skin_tone,0.0,1.0,0.0,0.0,0.0,0.0
woman_factory_worker,,,,,,
woman_swimming,,,,,,
mouse,0.1152073732718894,0.29493087557603687,0.09216589861751152,0.2350230414746544,0.07834101382488479,0.18433179723502305
deaf_woman_medium-light_skin_tone,,,,,,
high_voltage,0.04580152671755725,0.5343511450381679,0.03435114503816794,0.061068702290076333,0.29389312977099236,0.030534351145038167
Philippines,,,,,,
dna,0.11428571428571428,0.26666666666666666,0.2571428571428571,0.18095238095238095,0.02857142857142857,0.1523809523809524
beaver,0.125,0.3333333333333333,0.08333333333333333,0.25,0.0,0.20833333333333334
mouse_trap,,,,,,
worm,0.045454545454545456,0.25,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.25
cricket,0.09,0.53,0.01,0.29,0.03,0.05
place_of_worship,0.0,0.9230769230769231,0.0,0.07692307692307693,0.0,0.0
man_in_lotus_position_medium_skin_tone,,,,,,
deaf_man,,,,,,
woman_shrugging_medium_skin_tone,0.07947019867549669,0.4304635761589404,0.06622516556291391,0.15894039735099338,0.059602649006622516,0.2052980132450331
vibration_mode,0.0,1.0,0.0,0.0,0.0,0.0
woman_in_steamy_room_medium-light_skin_tone,,,,,,
woman_playing_handball,,,,,,
department_store,0.0,1.0,0.0,0.0,0.0,0.0
man_firefighter_dark_skin_tone,,,,,,
camera_with_flash,0.02727272727272727,0.8181818181818182,0.02727272727272727,0.01818181818181818,0.09090909090909091,0.01818181818181818
woman_lifting_weights_medium-light_skin_tone,,,,,,
shrimp,0.058823529411764705,0.4411764705882353,0.08823529411764706,0.20588235294117646,0.029411764705882353,0.17647058823529413
raised_back_of_hand_dark_skin_tone,,,,,,
Japanese_passing_grade_button,,,,,,
girl_dark_skin_tone,,,,,,
Qatar,,,,,,
woman_fairy_medium-dark_skin_tone,,,,,,
person_frowning_medium_skin_tone,0.0,0.5,0.5,0.0,0.0,0.0
person_in_suit_levitating_medium-light_skin_tone,,,,,,
pinching_hand_light_skin_tone,,,,,,
fountain_pen,0.0,0.8,0.2,0.0,0.0,0.0
person_biking_medium-light_skin_tone,,,,,,
woman_and_man_holding_hands_medium_skin_tone_medium-dark_skin_tone,,,,,,
deaf_man_medium_skin_tone,,,,,,
tumbler_glass,0.047619047619047616,0.7857142857142857,0.09523809523809523,0.07142857142857142,0.0,0.0
raising_hands_medium-light_skin_tone,,,,,,
man_standing_dark_skin_tone,,,,,,
Italy,,,,,,
woman_with_headscarf_medium-dark_skin_tone,,,,,,
automobile,0.0070921985815602835,0.7872340425531915,0.07801418439716312,0.05673758865248227,0.05673758865248227,0.014184397163120567
man_bowing_medium-dark_skin_tone,,,,,,
woman_kneeling_medium-dark_skin_tone,,,,,,
briefcase,0.0,0.4166666666666667,0.16666666666666666,0.3333333333333333,0.08333333333333333,0.0
club_suit,0.0,0.5,0.0,0.5,0.0,0.0
ear,0.08300395256916997,0.5138339920948617,0.09486166007905138,0.11067193675889328,0.07905138339920949,0.11857707509881422
Japanese_bargain_button,,,,,,
salt,0.11168831168831168,0.33246753246753247,0.12207792207792208,0.18441558441558442,0.08831168831168831,0.16103896103896104
thermometer,0.0,1.0,0.0,0.0,0.0,0.0
clinking_beer_mugs,0.047058823529411764,0.7058823529411765,0.058823529411764705,0.09411764705882353,0.023529411764705882,0.07058823529411765
water_buffalo,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0
Sri_Lanka,,,,,,
family_woman_woman_girl,0.0,1.0,0.0,0.0,0.0,0.0
running_shirt,,,,,,
pinched_fingers,,,,,,
detective_light_skin_tone,0.0,0.5,0.0,0.0,0.5,0.0
woman_biking,,,,,,
woman_dancing_light_skin_tone,0.023809523809523808,0.8809523809523809,0.0,0.047619047619047616,0.047619047619047616,0.0
old_woman_light_skin_tone,0.0,0.8571428571428571,0.0,0.14285714285714285,0.0,0.0
woman_light_skin_tone_red_hair,,,,,,
person_curly_hair,,,,,,
nose_light_skin_tone,,,,,,
boy_medium-light_skin_tone,,,,,,
woman_running_dark_skin_tone,,,,,,
man_bouncing_ball,,,,,,
palms_up_together_medium-dark_skin_tone,,,,,,
snake,0.09219858156028368,0.35106382978723405,0.05673758865248227,0.36524822695035464,0.031914893617021274,0.10283687943262411
person_medium-dark_skin_tone_bald,,,,,,
sunset,0.06,0.62,0.04,0.11,0.11,0.06
woman_walking,,,,,,
woman_cartwheeling_dark_skin_tone,,,,,,
disappointed_face,0.10786106032906764,0.44149908592321757,0.3313528336380256,0.056672760511883,0.04204753199268738,0.02056672760511883
nail_polish,0.04878048780487805,0.6341463414634146,0.0975609756097561,0.12195121951219512,0.024390243902439025,0.07317073170731707
purple_square,,,,,,
chicken,0.05357385053573851,0.6818572268185723,0.07739952077399521,0.0801121208011212,0.032777250327772504,0.0742800307428003
heart_decoration,0.04032258064516129,0.8870967741935484,0.024193548387096774,0.04032258064516129,0.008064516129032258,0.0
bouquet,0.003663003663003663,0.5494505494505495,0.2271062271062271,0.06593406593406594,0.13553113553113552,0.018315018315018316
mushroom,0.015625,0.609375,0.0703125,0.15625,0.0703125,0.078125
older_person_light_skin_tone,,,,,,
backhand_index_pointing_down_medium-light_skin_tone,,,,,,
admission_tickets,0.0,0.75,0.0,0.125,0.0,0.125
pilot,0.039735099337748346,0.5298013245033113,0.08609271523178808,0.09933774834437085,0.1456953642384106,0.09933774834437085
woman_in_manual_wheelchair_medium-dark_skin_tone,,,,,,
raised_hand_medium_skin_tone,0.2,0.4,0.2,0.2,0.0,0.0
nail_polish_medium-dark_skin_tone,,,,,,
Kuwait,,,,,,
woman_pouting_light_skin_tone,,,,,,
trade_mark,0.0345821325648415,0.4755043227665706,0.07492795389048991,0.04899135446685879,0.33429394812680113,0.03170028818443804
no_littering,,,,,,
deaf_man_medium-light_skin_tone,,,,,,
person_frowning_dark_skin_tone,,,,,,
man_cartwheeling_light_skin_tone,0.0,1.0,0.0,0.0,0.0,0.0
nose_medium-dark_skin_tone,,,,,,
Niger,,,,,,
woman_artist_light_skin_tone,,,,,,
old_man_dark_skin_tone,0.0,1.0,0.0,0.0,0.0,0.0
hand_with_fingers_splayed,0.02631578947368421,0.7105263157894737,0.05263157894736842,0.10526315789473684,0.07894736842105263,0.02631578947368421
detective,0.0375,0.5,0.06666666666666667,0.31666666666666665,0.05,0.029166666666666667
tongue,0.057971014492753624,0.45652173913043476,0.09420289855072464,0.18115942028985507,0.09420289855072464,0.11594202898550725
play_or_pause_button,1.0,0.0,0.0,0.0,0.0,0.0
person_biking_light_skin_tone,,,,,,
man_juggling_medium_skin_tone,,,,,,
notebook,0.09259259259259259,0.3765432098765432,0.2037037037037037,0.11728395061728394,0.09876543209876543,0.1111111111111111
person_taking_bath_medium-light_skin_tone,,,,,,
lion,0.06569343065693431,0.5620437956204379,0.13138686131386862,0.11678832116788321,0.051094890510948905,0.072992700729927
heart_exclamation,0.0,0.8647540983606558,0.040983606557377046,0.05737704918032787,0.03278688524590164,0.004098360655737705
up_arrow,0.0,0.0,1.0,0.0,0.0,0.0
front-facing_baby_chick,,,,,,
scissors,0.3333333333333333,0.0,0.0,0.4444444444444444,0.1111111111111111,0.1111111111111111
cooked_rice,0.0,1.0,0.0,0.0,0.0,0.0
man_raising_hand_medium-light_skin_tone,,,,,,
woman_pouting,,,,,,
locked,0.12362030905077263,0.20750551876379691,0.19205298013245034,0.22075055187637968,0.10816777041942605,0.1479028697571744
person_bouncing_ball_medium-dark_skin_tone,,,,,,
crossed_fingers_medium_skin_tone,0.03389830508474576,0.7796610169491526,0.01694915254237288,0.05084745762711865,0.0847457627118644,0.03389830508474576
linked_paperclips,0.0,1.0,0.0,0.0,0.0,0.0
sunrise,0.05263157894736842,0.6578947368421053,0.05263157894736842,0.15789473684210525,0.05263157894736842,0.02631578947368421
woman_standing_medium_skin_tone,,,,,,
man_astronaut,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0
six-thirty,,,,,,
abacus,,,,,,
man_medium-light_skin_tone_bald,,,,,,
coffin,0.0196078431372549,0.11764705882352941,0.39215686274509803,0.1568627450980392,0.0196078431372549,0.29411764705882354
call_me_hand_medium-dark_skin_tone,,,,,,
nose_medium-light_skin_tone,,,,,,
yarn,0.0,0.6,0.0,0.4,0.0,0.0
prince,0.05526315789473684,0.49605263157894736,0.08947368421052632,0.175,0.07105263157894737,0.11315789473684211
Japan,,,,,,
person_medium_skin_tone_blond_hair,,,,,,
check_mark,0.07758620689655173,0.3879310344827586,0.08620689655172414,0.12931034482758622,0.034482758620689655,0.28448275862068967
sun,0.09398496240601503,0.4642857142857143,0.09774436090225563,0.16541353383458646,0.08082706766917293,0.09774436090225563
