idx,anger,happy,sad,fear,surprise,disgust
bear,0.09375,0.34375,0.0625,0.28125,0.09375,0.125
person_wearing_turban,1.0,0.0,0.0,0.0,0.0,0.0
Lebanon,,,,,,
face_with_tears_of_joy,0.2168885433874259,0.32824798367505587,0.10412010494606938,0.1765620445049072,0.10368282965698183,0.0704984938295598
roll_of_paper,,,,,,
bug,0.16216216216216217,0.42342342342342343,0.05405405405405406,0.18018018018018017,0.12612612612612611,0.05405405405405406
keycap_6,0.0,1.0,0.0,0.0,0.0,0.0
mirror,0.18847839699436444,0.32811521603005633,0.09455228553537884,0.20225422667501566,0.12335629304946776,0.06324358171571696
sunflower,0.10434782608695652,0.508695652173913,0.08260869565217391,0.08260869565217391,0.09130434782608696,0.13043478260869565
snowman_without_snow,0.18333333333333332,0.38333333333333336,0.03333333333333333,0.21666666666666667,0.11666666666666667,0.06666666666666667
game_die,0.1,0.1,0.3,0.2,0.1,0.2
black_medium_square,0.0,0.0,0.2222222222222222,0.4444444444444444,0.1111111111111111,0.2222222222222222
woman_shrugging_light_skin_tone,0.20750551876379691,0.3355408388520971,0.10375275938189846,0.18543046357615894,0.11920529801324503,0.04856512141280353
up-down_arrow,,,,,,
person_tipping_hand_medium-light_skin_tone,,,,,,
calendar,0.2441860465116279,0.5116279069767442,0.03488372093023256,0.046511627906976744,0.11627906976744186,0.046511627906976744
red_apple,0.11904761904761904,0.36904761904761907,0.19047619047619047,0.07142857142857142,0.13095238095238096,0.11904761904761904
open_hands_light_skin_tone,0.16666666666666666,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666
bell_with_slash,0.0,0.0,0.0,0.0,0.0,1.0
SOON_arrow,0.0,0.3333333333333333,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666
busts_in_silhouette,0.047619047619047616,0.6190476190476191,0.09523809523809523,0.19047619047619047,0.047619047619047616,0.0
slot_machine,0.0,0.8571428571428571,0.0,0.0,0.0,0.14285714285714285
ping_pong,0.0,0.0,0.0,0.0,0.0,1.0
cucumber,0.17391304347826086,0.30434782608695654,0.13043478260869565,0.21739130434782608,0.043478260869565216,0.13043478260869565
couple_with_heart_man_man,0.25,0.5,0.0,0.25,0.0,0.0
globe_with_meridians,0.0,0.2,0.0,0.2,0.2,0.4
water_wave,0.1527777777777778,0.4027777777777778,0.09027777777777778,0.08333333333333333,0.125,0.14583333333333334
sparkling_heart,0.10087173100871731,0.4669987546699875,0.1232876712328767,0.1295143212951432,0.12204234122042341,0.057285180572851806
vulcan_salute_medium_skin_tone,0.5,0.5,0.0,0.0,0.0,0.0
fast_down_button,0.0,0.0,0.0,0.8,0.0,0.2
face_with_raised_eyebrow,0.22031473533619456,0.27896995708154504,0.10586552217453506,0.20600858369098712,0.11587982832618025,0.07296137339055794
gem_stone,0.11458333333333333,0.4166666666666667,0.078125,0.140625,0.21354166666666666,0.036458333333333336
speaker_medium_volume,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
person_light_skin_tone_beard,0.0,0.5263157894736842,0.3157894736842105,0.05263157894736842,0.10526315789473684,0.0
trackball,0.0,0.0,0.0,0.0,0.0,1.0
man_fairy,0.09090909090909091,0.36363636363636365,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.0
violin,0.11764705882352941,0.35294117647058826,0.23529411764705882,0.23529411764705882,0.0,0.058823529411764705
woman_cook,0.1875,0.3125,0.0,0.25,0.1875,0.0625
open_mailbox_with_raised_flag,0.25,0.5,0.0,0.0,0.0,0.25
unicorn,0.10967741935483871,0.4967741935483871,0.07741935483870968,0.10967741935483871,0.14838709677419354,0.05806451612903226
wheel_of_dharma,0.0,0.0,0.0,0.0,0.0,1.0
person_gesturing_NO_light_skin_tone,0.0,0.5,0.25,0.0,0.25,0.0
purple_circle,,,,,,
ATM_sign,0.0,0.0,0.0,0.0,0.0,1.0
cook_light_skin_tone,0.0,1.0,0.0,0.0,0.0,0.0
pinched_fingers_medium-light_skin_tone,,,,,,
airplane,0.13934426229508196,0.47950819672131145,0.0778688524590164,0.12704918032786885,0.13114754098360656,0.045081967213114756
person_cartwheeling_light_skin_tone,0.0,1.0,0.0,0.0,0.0,0.0
keycap_9,,,,,,
sleepy_face,0.16701461377870563,0.348643006263048,0.14613778705636743,0.162839248434238,0.11899791231732777,0.05636743215031315
baby_medium_skin_tone,0.0,1.0,0.0,0.0,0.0,0.0
full_moon,0.1935483870967742,0.3225806451612903,0.03225806451612903,0.25806451612903225,0.1935483870967742,0.0
dango,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
person_bouncing_ball,,,,,,
woman_medium-dark_skin_tone,,,,,,
purple_heart,0.1553989716244525,0.5137116739668635,0.09541039801942487,0.08769758141306418,0.10664635307560465,0.04113502190059037
foot_medium-light_skin_tone,,,,,,
card_file_box,0.2,0.6,0.0,0.0,0.1,0.1
panda,0.15789473684210525,0.4263157894736842,0.12631578947368421,0.1368421052631579,0.07894736842105263,0.07368421052631578
moai,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333
cow_face,0.0,0.0,0.0,0.0,0.0,1.0
black_flag,0.0,0.6666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333
delivery_truck,0.11475409836065574,0.4918032786885246,0.14754098360655737,0.01639344262295082,0.14754098360655737,0.08196721311475409
men_wrestling,0.0,0.0,0.0,0.0,0.0,1.0
waving_hand_light_skin_tone,0.1388888888888889,0.40476190476190477,0.09126984126984126,0.11904761904761904,0.15476190476190477,0.09126984126984126
badger,0.0,0.0,0.0,0.5,0.5,0.0
kiss_woman_woman,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333
face_screaming_in_fear,0.2085201793721973,0.3015695067264574,0.09865470852017937,0.18946188340807174,0.12331838565022421,0.07847533632286996
clutch_bag,0.09090909090909091,0.45454545454545453,0.18181818181818182,0.0,0.18181818181818182,0.09090909090909091
five-thirty,,,,,,
clapping_hands_dark_skin_tone,0.038461538461538464,0.46153846153846156,0.15384615384615385,0.15384615384615385,0.11538461538461539,0.07692307692307693
person_biking,0.2,0.5333333333333333,0.13333333333333333,0.0,0.06666666666666667,0.06666666666666667
woman_with_headscarf_light_skin_tone,0.0,0.0,0.0,1.0,0.0,0.0
graduation_cap,0.10714285714285714,0.21428571428571427,0.32142857142857145,0.10714285714285714,0.14285714285714285,0.10714285714285714
blue_book,0.05263157894736842,0.47368421052631576,0.10526315789473684,0.15789473684210525,0.15789473684210525,0.05263157894736842
mermaid_light_skin_tone,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.0,0.0
fire,0.08020698576972833,0.6209573091849935,0.03596377749029754,0.14851228978007763,0.07477360931435964,0.039586028460543335
mouse,0.23369565217391305,0.30978260869565216,0.14130434782608695,0.125,0.125,0.06521739130434782
high_voltage,0.15046296296296297,0.40046296296296297,0.08333333333333333,0.1412037037037037,0.16203703703703703,0.0625
dna,0.1875,0.4166666666666667,0.10416666666666667,0.07291666666666667,0.13541666666666666,0.08333333333333333
place_of_worship,0.2222222222222222,0.2222222222222222,0.0,0.0,0.4444444444444444,0.1111111111111111
man_in_lotus_position_medium_skin_tone,0.0,0.5,0.0,0.16666666666666666,0.0,0.3333333333333333
woman_shrugging_medium_skin_tone,0.3170731707317073,0.24390243902439024,0.12195121951219512,0.0975609756097561,0.17073170731707318,0.04878048780487805
woman_in_steamy_room_medium-light_skin_tone,,,,,,
vibration_mode,0.0,0.0,0.0,0.0,0.0,1.0
woman_playing_handball,0.0,0.0,0.0,0.0,0.0,1.0
department_store,0.0,0.0,0.0,0.0,0.0,1.0
camera_with_flash,0.14049586776859505,0.4049586776859504,0.08264462809917356,0.1115702479338843,0.16942148760330578,0.09090909090909091
Japanese_passing_grade_button,0.0,0.0,0.0,0.0,0.0,1.0
girl_dark_skin_tone,1.0,0.0,0.0,0.0,0.0,0.0
person_in_suit_levitating_medium-light_skin_tone,,,,,,
pinching_hand_light_skin_tone,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0
fountain_pen,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.0,0.09090909090909091,0.09090909090909091
person_biking_medium-light_skin_tone,,,,,,
tumbler_glass,0.25,0.35714285714285715,0.10714285714285714,0.03571428571428571,0.14285714285714285,0.10714285714285714
raising_hands_medium-light_skin_tone,,,,,,
Italy,0.0,0.5,0.25,0.0,0.25,0.0
automobile,0.09722222222222222,0.38425925925925924,0.09722222222222222,0.20833333333333334,0.14814814814814814,0.06481481481481481
briefcase,0.1724137931034483,0.3103448275862069,0.27586206896551724,0.13793103448275862,0.034482758620689655,0.06896551724137931
club_suit,0.0,0.0,0.0,0.0,0.0,1.0
ear,0.2857142857142857,0.2857142857142857,0.21428571428571427,0.07142857142857142,0.07142857142857142,0.07142857142857142
Japanese_bargain_button,0.0,0.0,0.0,0.0,0.0,1.0
thermometer,0.0,0.2,0.6,0.2,0.0,0.0
salt,0.1917808219178082,0.3561643835616438,0.0136986301369863,0.2465753424657534,0.1232876712328767,0.0684931506849315
clinking_beer_mugs,0.07936507936507936,0.2222222222222222,0.1111111111111111,0.2698412698412698,0.14285714285714285,0.1746031746031746
water_buffalo,0.0,0.0,0.0,0.0,0.0,1.0
running_shirt,0.0,0.2857142857142857,0.0,0.35714285714285715,0.21428571428571427,0.14285714285714285
pinched_fingers,0.13333333333333333,0.26666666666666666,0.03333333333333333,0.16666666666666666,0.23333333333333334,0.16666666666666666
detective_light_skin_tone,0.4,0.1,0.4,0.0,0.1,0.0
woman_biking,0.16666666666666666,0.5555555555555556,0.0,0.0,0.16666666666666666,0.1111111111111111
woman_dancing_light_skin_tone,0.1291139240506329,0.4050632911392405,0.10886075949367088,0.10379746835443038,0.17468354430379746,0.07848101265822785
old_woman_light_skin_tone,0.10294117647058823,0.17647058823529413,0.4852941176470588,0.1323529411764706,0.014705882352941176,0.08823529411764706
woman_light_skin_tone_red_hair,0.1875,0.5,0.1875,0.0,0.0625,0.0625
nose_light_skin_tone,0.0,0.7142857142857143,0.0,0.14285714285714285,0.0,0.14285714285714285
boy_medium-light_skin_tone,,,,,,
man_playing_water_polo_light_skin_tone,0.0,1.0,0.0,0.0,0.0,0.0
man_bouncing_ball,0.0,0.0,0.0,0.0,0.0,1.0
snake,0.12903225806451613,0.1827956989247312,0.0967741935483871,0.45161290322580644,0.08602150537634409,0.053763440860215055
sunset,0.07317073170731707,0.4634146341463415,0.024390243902439025,0.2682926829268293,0.07317073170731707,0.0975609756097561
woman_walking,0.0,0.5,0.3333333333333333,0.08333333333333333,0.08333333333333333,0.0
disappointed_face,0.13002232142857142,0.27064732142857145,0.35435267857142855,0.11551339285714286,0.08872767857142858,0.040736607142857144
nail_polish,0.189873417721519,0.45569620253164556,0.06962025316455696,0.12025316455696203,0.10126582278481013,0.06329113924050633
chicken,0.20422535211267606,0.2699530516431925,0.08215962441314555,0.11032863849765258,0.1807511737089202,0.15258215962441316
heart_decoration,0.14432989690721648,0.5670103092783505,0.061855670103092786,0.08247422680412371,0.09278350515463918,0.05154639175257732
bouquet,0.15748031496062992,0.44881889763779526,0.13976377952755906,0.10433070866141732,0.08858267716535433,0.0610236220472441
mushroom,0.09090909090909091,0.13636363636363635,0.09090909090909091,0.045454545454545456,0.18181818181818182,0.45454545454545453
singer_light_skin_tone,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0
backhand_index_pointing_down_medium-light_skin_tone,,,,,,
admission_tickets,0.0,0.8571428571428571,0.0,0.047619047619047616,0.047619047619047616,0.047619047619047616
raised_hand_medium_skin_tone,0.45454545454545453,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.0
nail_polish_medium-dark_skin_tone,,,,,,
woman_pouting_light_skin_tone,0.0,1.0,0.0,0.0,0.0,0.0
trade_mark,,,,,,
no_littering,0.0,0.5454545454545454,0.0,0.09090909090909091,0.18181818181818182,0.18181818181818182
man_cartwheeling_light_skin_tone,0.0,0.0,0.5,0.0,0.5,0.0
woman_artist_light_skin_tone,0.0,0.5,0.0,0.0,0.16666666666666666,0.3333333333333333
hand_with_fingers_splayed,0.24479166666666666,0.2916666666666667,0.057291666666666664,0.13541666666666666,0.13020833333333334,0.140625
detective,0.15476190476190477,0.5,0.10714285714285714,0.10714285714285714,0.10714285714285714,0.023809523809523808
tongue,0.08333333333333333,0.3125,0.0625,0.3541666666666667,0.0625,0.125
play_or_pause_button,0.0,0.2857142857142857,0.09523809523809523,0.47619047619047616,0.09523809523809523,0.047619047619047616
person_biking_light_skin_tone,0.13333333333333333,0.4,0.13333333333333333,0.0,0.2,0.13333333333333333
notebook,0.2098360655737705,0.3377049180327869,0.09180327868852459,0.14754098360655737,0.15081967213114755,0.06229508196721312
person_taking_bath_medium-light_skin_tone,,,,,,
lion,0.14423076923076922,0.3894230769230769,0.125,0.09134615384615384,0.1875,0.0625
heart_exclamation,0.08859223300970874,0.4720873786407767,0.12135922330097088,0.08980582524271845,0.14927184466019416,0.07888349514563107
up_arrow,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.0,0.2222222222222222,0.1111111111111111
front-facing_baby_chick,,,,,,
man_raising_hand_medium-light_skin_tone,,,,,,
scissors,0.1,0.5,0.2,0.0,0.1,0.1
cooked_rice,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666
locked,0.25,0.25,0.375,0.0,0.0,0.125
crossed_fingers_medium_skin_tone,0.4,0.2,0.0,0.0,0.2,0.2
linked_paperclips,0.0,0.4,0.0,0.2,0.0,0.4
sunrise,0.11229946524064172,0.42780748663101603,0.053475935828877004,0.21390374331550802,0.13903743315508021,0.053475935828877004
man_astronaut,0.23529411764705882,0.35294117647058826,0.11764705882352941,0.0,0.29411764705882354,0.0
six-thirty,,,,,,
abacus,0.0,0.5,0.0,0.0,0.5,0.0
man_medium-light_skin_tone_bald,,,,,,
coffin,0.15384615384615385,0.38461538461538464,0.23076923076923078,0.15384615384615385,0.0,0.07692307692307693
call_me_hand_medium-dark_skin_tone,,,,,,
nose_medium-light_skin_tone,,,,,,
yarn,1.0,0.0,0.0,0.0,0.0,0.0
prince,0.06,0.46,0.1,0.14,0.22,0.02
Japan,0.2413793103448276,0.2413793103448276,0.1206896551724138,0.05172413793103448,0.22413793103448276,0.1206896551724138
check_mark,0.12205882352941176,0.2911764705882353,0.09558823529411764,0.22941176470588234,0.18382352941176472,0.07794117647058824
sun,0.1963762528912876,0.3467232074016962,0.0920585967617579,0.12405551272166539,0.19198149575944487,0.048804934464148034
peace_symbol,0.0,0.4,0.2,0.0,0.2,0.2
star-struck,,,,,,
currency_exchange,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333
smiling_face_with_sunglasses,0.16357592722183345,0.39783065080475855,0.09359692092372289,0.16007697690692793,0.13838348495451364,0.046536039188243526
maple_leaf,0.0967741935483871,0.44086021505376344,0.12903225806451613,0.16129032258064516,0.11827956989247312,0.053763440860215055
keycap_0,0.2,0.6,0.0,0.0,0.2,0.0
CL_button,0.0,0.0,0.0,0.0,0.0,1.0
thinking_face,0.1947245927075252,0.3605896043444531,0.08673390224980605,0.17145073700543056,0.12924747866563227,0.057253685027152834
goal_net,0.0,0.5,0.125,0.0625,0.1875,0.125
man_with_veil_light_skin_tone,0.0,0.0,1.0,0.0,0.0,0.0
pick,0.1590909090909091,0.29545454545454547,0.06818181818181818,0.18181818181818182,0.11363636363636363,0.18181818181818182
registered,,,,,,
link,0.14361997997552564,0.3665591278228946,0.1297140950050061,0.16720436088552676,0.1508510401601958,0.04205139615085104
flexed_biceps_medium-dark_skin_tone,,,,,,
ice_skate,0.5714285714285714,0.0,0.0,0.2857142857142857,0.0,0.14285714285714285
man_raising_hand_light_skin_tone,0.17733990147783252,0.3694581280788177,0.06896551724137931,0.19704433497536947,0.1330049261083744,0.054187192118226604
person_facepalming_medium-light_skin_tone,,,,,,
keycap_8,0.25,0.5,0.0,0.25,0.0,0.0
shuffle_tracks_button,0.0,0.0,0.0,0.0,0.0,1.0
hear-no-evil_monkey,,,,,,
face_with_rolling_eyes,0.19263959390862945,0.3266497461928934,0.08401015228426396,0.19695431472081218,0.14873096446700507,0.05101522842639594
